Sales_Person,Country,Product,Date,Amount,Boxes_Shipped
Dennison Crosswaite,USA,Baker's Choco Chips,11/8/2023,18494.72,298
Madelene Upcott,USA,Almond Choco,31/05/2023,11103.47,24
Van Tuxwell,New Zealand,50% Dark Bites,11/7/2023,4162.28,11
Karlen McCaffrey,Canada,Caramel Stuffed Bars,2/3/2023,3357.3,308
Madelene Upcott,Australia,Raspberry Choco,13/07/2023,7033.52,94
Rafaelita Blaksland,UK,Spicy Special Slims,3/8/2023,9896.8,143
Curtice Advani,UK,Peanut Butter Cubes,1/3/2023,15653.44,175
Kelci Walkden,New Zealand,White Choc,13/04/2023,7899.31,148
Beverie Moffet,Canada,Fruit & Nut Bars,14/02/2023,10644.74,172
Mallorie Waber,India,White Choc,26/07/2023,872.83,224
Brien Boise,UK,Drinking Coco,27/01/2023,6337.94,128
Jehu Rudeforth,India,Peanut Butter Cubes,14/04/2023,31.15,451
Oby Sorrel,USA,Almond Choco,19/05/2023,7107.55,142
Husein Augar,India,Eclairs,9/2/2023,5465.85,56
Brien Boise,UK,Spicy Special Slims,25/05/2023,2462.14,60
Oby Sorrel,Australia,Manuka Honey Choco,26/01/2023,4194.44,80
Beverie Moffet,India,White Choc,4/7/2023,1994.44,299
Ches Bonnell,India,Almond Choco,13/04/2023,12124.05,80
Gigi Bohling,Australia,Smooth Sliky Salty,25/01/2023,5884.09,117
Camilla Castle,USA,85% Dark Bars,25/04/2023,2639.16,80
Camilla Castle,USA,Eclairs,10/6/2023,5031.4,401
Madelene Upcott,New Zealand,White Choc,22/08/2023,11510.71,56
Van Tuxwell,India,After Nines,27/06/2023,15021.98,211
Husein Augar,India,Orange Choco,30/06/2023,4517.19,40
Jehu Rudeforth,India,Almond Choco,30/08/2023,10778.53,99
Karlen McCaffrey,Australia,Raspberry Choco,23/08/2023,1145.72,60
Camilla Castle,New Zealand,99% Dark & Pure,26/08/2023,2518.5,45
Gigi Bohling,Australia,Orange Choco,9/3/2023,596.63,158
Kelci Walkden,UK,Drinking Coco,20/04/2023,1858.71,24
Mallorie Waber,Canada,Caramel Stuffed Bars,10/6/2023,5194.28,547
Husein Augar,Australia,Organic Choco Syrup,8/2/2023,960.69,155
Brien Boise,Australia,White Choc,25/08/2023,5347.12,23
Dotty Strutley,India,Peanut Butter Cubes,16/02/2023,9805.11,76
Dennison Crosswaite,UK,99% Dark & Pure,30/05/2023,13205.42,26
Gigi Bohling,New Zealand,50% Dark Bites,29/06/2023,5929.2,65
Gigi Bohling,USA,Milk Bars,16/06/2023,516.92,141
Brien Boise,UK,Caramel Stuffed Bars,4/3/2023,2882.76,145
Curtice Advani,New Zealand,Peanut Butter Cubes,15/03/2023,1637.72,454
Curtice Advani,New Zealand,50% Dark Bites,27/01/2023,10791.46,88
Beverie Moffet,Canada,Drinking Coco,5/7/2023,1093.46,115
Barr Faughny,USA,Caramel Stuffed Bars,29/03/2023,3407.61,316
Mallorie Waber,Canada,Almond Choco,12/5/2023,4753.93,37
Oby Sorrel,USA,Drinking Coco,11/3/2023,8280.62,47
Brien Boise,New Zealand,Eclairs,11/7/2023,4981.78,299
Gunar Cockshoot,New Zealand,Choco Coated Almonds,1/8/2023,13998.33,60
Gunar Cockshoot,UK,Spicy Special Slims,16/02/2023,13105.65,199
Curtice Advani,USA,After Nines,13/04/2023,15728.81,256
Oby Sorrel,India,Choco Coated Almonds,14/02/2023,53.85,399
Ches Bonnell,Australia,Peanut Butter Cubes,14/03/2023,10857.23,73
Oby Sorrel,Australia,Spicy Special Slims,26/04/2023,12412.53,25
Jehu Rudeforth,Canada,Manuka Honey Choco,5/4/2023,3669.15,209
Camilla Castle,Canada,Drinking Coco,3/3/2023,13555.26,279
Kaine Padly,USA,Spicy Special Slims,13/06/2023,2333.84,171
Marney O'Breen,New Zealand,70% Dark Bites,14/02/2023,8973.05,360
Roddy Speechley,New Zealand,99% Dark & Pure,18/04/2023,8610.38,188
Oby Sorrel,New Zealand,85% Dark Bars,1/2/2023,3432.3,452
Dotty Strutley,New Zealand,Orange Choco,4/8/2023,2283.39,155
Andria Kimpton,New Zealand,Almond Choco,5/4/2023,7190.49,165
Karlen McCaffrey,Australia,99% Dark & Pure,26/01/2023,11303.07,166
Kaine Padly,UK,After Nines,21/01/2023,18911.49,171
Kaine Padly,Canada,After Nines,22/08/2023,6233.02,178
Kaine Padly,UK,Drinking Coco,27/01/2023,2334.5,233
Rafaelita Blaksland,UK,50% Dark Bites,16/02/2023,11099.73,73
Dotty Strutley,USA,Raspberry Choco,3/1/2023,3590.55,47
Karlen McCaffrey,USA,White Choc,24/08/2023,5209.4,2
Oby Sorrel,USA,Spicy Special Slims,7/2/2023,6315.14,398
Mallorie Waber,Australia,Smooth Sliky Salty,11/2/2023,4454.71,117
Kaine Padly,Canada,Organic Choco Syrup,29/03/2023,6078.71,78
Marney O'Breen,USA,Peanut Butter Cubes,15/06/2023,695.96,363
Dennison Crosswaite,UK,Smooth Sliky Salty,26/04/2023,563.76,151
Brien Boise,Australia,Organic Choco Syrup,15/07/2023,4479.69,261
Beverie Moffet,India,Organic Choco Syrup,23/06/2023,1093.72,22
Dennison Crosswaite,Australia,Baker's Choco Chips,11/1/2023,15870.43,449
Beverie Moffet,UK,50% Dark Bites,9/2/2023,2529.82,297
Van Tuxwell,UK,Almond Choco,6/6/2023,11258.39,217
Dotty Strutley,UK,Caramel Stuffed Bars,10/8/2023,6180.45,230
Wilone O'Kielt,Australia,Smooth Sliky Salty,4/1/2023,2496.06,45
Andria Kimpton,Canada,70% Dark Bites,8/4/2023,10964.29,16
Barr Faughny,UK,Milk Bars,2/3/2023,4012.51,409
Van Tuxwell,Canada,Drinking Coco,15/06/2023,4919.25,746
Jehu Rudeforth,Australia,After Nines,14/02/2023,5602.02,51
Husein Augar,UK,After Nines,5/7/2023,3563.87,372
Barr Faughny,India,Mint Chip Choco,12/1/2023,8313.09,493
Curtice Advani,India,Mint Chip Choco,3/3/2023,8447.48,96
Jehu Rudeforth,New Zealand,Milk Bars,18/05/2023,2646.23,198
Gunar Cockshoot,India,Caramel Stuffed Bars,28/07/2023,2706.83,198
Curtice Advani,UK,Manuka Honey Choco,7/2/2023,1710.48,108
Andria Kimpton,India,Orange Choco,30/05/2023,318.19,417
Mallorie Waber,Australia,Raspberry Choco,25/04/2023,9479.65,26
Beverie Moffet,Canada,85% Dark Bars,16/02/2023,6393.2,44
Kelci Walkden,Australia,Drinking Coco,4/5/2023,1355.65,60
Van Tuxwell,Canada,70% Dark Bites,2/6/2023,7911.23,74
Dennison Crosswaite,USA,Caramel Stuffed Bars,11/7/2023,2583.03,501
Beverie Moffet,New Zealand,Spicy Special Slims,7/6/2023,66.13,65
Jan Morforth,UK,Almond Choco,6/7/2023,10668.69,150
Husein Augar,India,Raspberry Choco,15/06/2023,10994.3,152
Dotty Strutley,India,Mint Chip Choco,14/04/2023,1259.61,227
Camilla Castle,India,Drinking Coco,8/8/2023,492.13,164
Marney O'Breen,UK,Drinking Coco,29/03/2023,1016.77,28
Roddy Speechley,Australia,Organic Choco Syrup,4/7/2023,4111.42,81
Ches Bonnell,India,99% Dark & Pure,16/02/2023,503.97,105
Rafaelita Blaksland,Canada,Spicy Special Slims,2/5/2023,2883.71,163
Van Tuxwell,India,Eclairs,21/07/2023,11861.89,105
Gunar Cockshoot,Australia,99% Dark & Pure,18/08/2023,8564.73,237
Kaine Padly,USA,85% Dark Bars,22/06/2023,538.03,271
Camilla Castle,UK,Peanut Butter Cubes,19/07/2023,5231.88,125
Madelene Upcott,UK,Peanut Butter Cubes,12/8/2023,7916.13,84
Madelene Upcott,USA,Choco Coated Almonds,7/6/2023,6016.32,143
Marney O'Breen,Canada,Peanut Butter Cubes,8/3/2023,7504.86,97
Ches Bonnell,Australia,Choco Coated Almonds,8/4/2023,1590.98,182
Curtice Advani,Canada,Eclairs,6/5/2023,740.07,205
Roddy Speechley,India,Drinking Coco,31/05/2023,4591.11,11
Van Tuxwell,Australia,Mint Chip Choco,13/01/2023,2686.51,324
Dennison Crosswaite,USA,70% Dark Bites,15/03/2023,735.48,77
Andria Kimpton,Canada,Peanut Butter Cubes,16/02/2023,1160.54,311
Gigi Bohling,USA,70% Dark Bites,14/01/2023,8078.15,189
Rafaelita Blaksland,Australia,White Choc,21/03/2023,7467.74,111
Roddy Speechley,Canada,Drinking Coco,17/05/2023,7588.41,342
Camilla Castle,New Zealand,85% Dark Bars,8/8/2023,15372.54,57
Madelene Upcott,Canada,Milk Bars,26/04/2023,3907.5,86
Madelene Upcott,Australia,70% Dark Bites,15/04/2023,3740.76,255
Oby Sorrel,Canada,Eclairs,19/05/2023,6211.75,561
Dennison Crosswaite,Canada,Drinking Coco,10/1/2023,2924.46,25
Mallorie Waber,New Zealand,After Nines,4/5/2023,501.79,241
Roddy Speechley,Canada,White Choc,5/4/2023,6594.09,270
Andria Kimpton,India,After Nines,17/01/2023,960.68,71
Roddy Speechley,India,Spicy Special Slims,22/03/2023,11370.32,170
Dotty Strutley,Australia,White Choc,5/7/2023,6067.94,94
Oby Sorrel,Canada,Orange Choco,27/04/2023,8909.75,355
Kaine Padly,Canada,Almond Choco,12/8/2023,6865.35,75
Jan Morforth,UK,Baker's Choco Chips,11/3/2023,805.23,259
Jehu Rudeforth,UK,Fruit & Nut Bars,13/05/2023,9851.62,221
Dennison Crosswaite,USA,Smooth Sliky Salty,12/5/2023,11823.35,90
Brien Boise,USA,Raspberry Choco,12/1/2023,683.63,202
Madelene Upcott,New Zealand,Milk Bars,29/03/2023,14002.42,388
Roddy Speechley,India,50% Dark Bites,14/03/2023,8744.95,12
Barr Faughny,New Zealand,99% Dark & Pure,24/05/2023,9294.14,201
Dennison Crosswaite,Canada,Organic Choco Syrup,28/01/2023,8831.89,79
Beverie Moffet,India,Almond Choco,24/05/2023,3474.98,104
Brien Boise,Australia,Peanut Butter Cubes,19/08/2023,311.61,204
Karlen McCaffrey,Australia,Spicy Special Slims,17/05/2023,4791.2,335
Jehu Rudeforth,USA,White Choc,7/6/2023,6646.33,117
Ches Bonnell,Canada,Organic Choco Syrup,26/07/2023,593.63,229
Dotty Strutley,India,Eclairs,28/07/2023,2345.95,406
Karlen McCaffrey,India,70% Dark Bites,23/05/2023,5083.07,368
Jehu Rudeforth,UK,Mint Chip Choco,4/1/2024,6339.57,187
Van Tuxwell,India,85% Dark Bars,1/8/2024,9005.87,90
Gigi Bohling,India,Peanut Butter Cubes,7/7/2024,5159.07,87
Jan Morforth,Australia,Peanut Butter Cubes,27/04/2024,13370.97,349
Jehu Rudeforth,UK,Peanut Butter Cubes,24/02/2024,14791.64,182
Van Tuxwell,India,Smooth Sliky Salty,6/6/2024,6429.35,40
Oby Sorrel,UK,99% Dark & Pure,25/01/2024,15900.6,188
Gunar Cockshoot,Australia,After Nines,24/03/2024,3400.26,77
Jehu Rudeforth,New Zealand,50% Dark Bites,20/04/2024,4357.76,63
Brien Boise,Australia,99% Dark & Pure,4/7/2024,3356.17,111
Rafaelita Blaksland,UK,Smooth Sliky Salty,13/01/2024,5287.86,67
Barr Faughny,USA,Orange Choco,10/3/2024,4244.36,11
Mallorie Waber,Canada,Eclairs,13/01/2024,1671.64,277
Karlen McCaffrey,New Zealand,Drinking Coco,28/07/2024,181.84,167
Marney O'Breen,New Zealand,Peanut Butter Cubes,3/8/2024,8950.59,189
Beverie Moffet,Australia,Organic Choco Syrup,26/01/2024,7271.76,385
Van Tuxwell,Canada,Organic Choco Syrup,14/02/2024,4864.83,42
Roddy Speechley,USA,Smooth Sliky Salty,5/4/2024,3175.11,149
Beverie Moffet,Canada,Milk Bars,16/02/2024,10137.79,250
Curtice Advani,UK,85% Dark Bars,8/6/2024,1206.95,174
Brien Boise,Australia,Eclairs,27/06/2024,8222.65,92
Gunar Cockshoot,USA,Spicy Special Slims,17/02/2024,1440.85,152
Marney O'Breen,USA,After Nines,30/05/2024,5611.65,159
Husein Augar,UK,Drinking Coco,14/03/2024,3562.44,111
Kaine Padly,Australia,Eclairs,28/02/2024,8385.26,122
Karlen McCaffrey,India,Fruit & Nut Bars,26/01/2024,181.31,330
Roddy Speechley,Canada,Spicy Special Slims,9/2/2024,1800.27,191
Husein Augar,USA,Eclairs,7/7/2024,4449.37,113
Dennison Crosswaite,New Zealand,White Choc,5/7/2024,10113.4,155
Dennison Crosswaite,New Zealand,Manuka Honey Choco,15/06/2024,5932.84,303
Van Tuxwell,New Zealand,85% Dark Bars,24/05/2024,2006.71,124
Rafaelita Blaksland,UK,99% Dark & Pure,29/06/2024,14086.69,157
Wilone O'Kielt,Australia,Manuka Honey Choco,11/5/2024,4799.54,90
Karlen McCaffrey,UK,Almond Choco,30/06/2024,8101.98,138
Andria Kimpton,Canada,After Nines,11/5/2024,2321.97,71
Roddy Speechley,USA,Manuka Honey Choco,22/07/2024,10245,329
Andria Kimpton,UK,50% Dark Bites,24/08/2024,2930.4,344
Kelci Walkden,New Zealand,After Nines,7/7/2024,170.24,75
Camilla Castle,Australia,85% Dark Bars,19/05/2024,4247.49,14
Karlen McCaffrey,India,Manuka Honey Choco,4/7/2024,2696.1,605
Kelci Walkden,USA,After Nines,2/6/2024,1083.76,16
Karlen McCaffrey,USA,Raspberry Choco,15/04/2024,17037.09,347
Mallorie Waber,Canada,Choco Coated Almonds,11/7/2024,5706.43,247
Andria Kimpton,India,Spicy Special Slims,23/02/2024,6682.34,139
Madelene Upcott,Canada,Almond Choco,22/08/2024,8192.6,100
Kaine Padly,USA,Peanut Butter Cubes,16/02/2024,7568.16,206
Van Tuxwell,USA,50% Dark Bites,13/01/2024,10772.33,156
Curtice Advani,Australia,Milk Bars,14/02/2024,7467.12,18
Roddy Speechley,India,Eclairs,10/6/2024,4985.9,311
Curtice Advani,India,Fruit & Nut Bars,7/7/2024,5693.6,177
Curtice Advani,Canada,Almond Choco,24/03/2024,5879.1,75
Brien Boise,Australia,Fruit & Nut Bars,6/6/2024,9771.93,22
Dotty Strutley,Australia,Drinking Coco,19/07/2024,105.06,140
Beverie Moffet,USA,Raspberry Choco,19/04/2024,16414.69,80
Marney O'Breen,India,85% Dark Bars,19/07/2024,2553.41,183
Jehu Rudeforth,Canada,Drinking Coco,15/07/2024,473.99,25
Ches Bonnell,New Zealand,Spicy Special Slims,14/02/2024,3873.98,19
Brien Boise,Canada,99% Dark & Pure,18/05/2024,17718.25,430
Barr Faughny,Australia,Fruit & Nut Bars,30/06/2024,16572.07,57
Andria Kimpton,Australia,50% Dark Bites,2/6/2024,5220.19,216
Andria Kimpton,Australia,Drinking Coco,28/06/2024,1797.26,49
Marney O'Breen,Australia,Organic Choco Syrup,16/05/2024,295.62,182
Kelci Walkden,Canada,Baker's Choco Chips,26/05/2024,3597.37,288
Karlen McCaffrey,India,Almond Choco,6/7/2024,6580.43,147
Oby Sorrel,India,99% Dark & Pure,27/05/2024,12232.97,11
Wilone O'Kielt,Australia,Caramel Stuffed Bars,14/04/2024,2243.44,11
Van Tuxwell,Australia,Organic Choco Syrup,10/8/2024,22943.37,14
Camilla Castle,India,50% Dark Bites,4/7/2024,10590.61,430
Oby Sorrel,India,Organic Choco Syrup,8/7/2024,6468.82,59
Jan Morforth,USA,Peanut Butter Cubes,22/07/2024,10463.57,109
Gigi Bohling,USA,Choco Coated Almonds,2/3/2024,14154.35,105
Gigi Bohling,UK,Almond Choco,10/1/2024,6031.14,9
Jehu Rudeforth,New Zealand,White Choc,11/3/2024,3308.4,258
Andria Kimpton,New Zealand,Peanut Butter Cubes,20/06/2024,1119.94,283
Van Tuxwell,UK,Organic Choco Syrup,26/08/2024,2303.39,222
Roddy Speechley,Canada,Milk Bars,13/07/2024,723.37,33
Camilla Castle,USA,Spicy Special Slims,11/2/2024,1413.64,261
Marney O'Breen,USA,Orange Choco,27/01/2024,9001.89,193
Van Tuxwell,UK,99% Dark & Pure,31/01/2024,5283.91,136
Camilla Castle,USA,White Choc,18/08/2024,10958.51,23
Andria Kimpton,USA,Raspberry Choco,30/06/2024,15531.78,22
Dotty Strutley,Australia,Fruit & Nut Bars,23/08/2024,317.36,337
Brien Boise,New Zealand,Mint Chip Choco,1/8/2024,71.41,188
Roddy Speechley,New Zealand,After Nines,25/05/2024,9317.33,11
Roddy Speechley,Canada,Organic Choco Syrup,10/1/2024,4790.71,86
Dennison Crosswaite,Australia,70% Dark Bites,7/2/2024,6166.8,114
Karlen McCaffrey,USA,Orange Choco,12/5/2024,11741.46,433
Madelene Upcott,Australia,Spicy Special Slims,7/3/2024,8519.77,443
Dennison Crosswaite,Australia,85% Dark Bars,5/4/2024,8278.86,453
Andria Kimpton,Canada,Caramel Stuffed Bars,3/1/2024,7560.62,336
Dennison Crosswaite,UK,Eclairs,24/03/2024,6702.11,285
Madelene Upcott,India,Raspberry Choco,7/7/2024,4758.69,10
Van Tuxwell,USA,After Nines,26/07/2024,709.25,263
Wilone O'Kielt,Australia,Organic Choco Syrup,7/7/2024,2003.05,110
Karlen McCaffrey,Canada,50% Dark Bites,15/07/2024,3248,64
Roddy Speechley,New Zealand,Orange Choco,1/4/2024,51.98,95
Beverie Moffet,Australia,Eclairs,20/06/2024,2134.65,6
Kelci Walkden,UK,Fruit & Nut Bars,29/06/2024,15540.41,520
Marney O'Breen,USA,50% Dark Bites,15/06/2024,1117.77,114
Husein Augar,USA,After Nines,8/4/2024,13999.05,179
Dennison Crosswaite,Australia,Raspberry Choco,14/03/2024,6265.59,31
Andria Kimpton,USA,Fruit & Nut Bars,15/07/2024,1536.82,386
Kelci Walkden,India,Eclairs,19/04/2024,6069.93,80
Marney O'Breen,USA,99% Dark & Pure,28/03/2024,4861.33,286
Brien Boise,Canada,Spicy Special Slims,4/3/2024,8993.24,97
Karlen McCaffrey,New Zealand,70% Dark Bites,2/8/2024,150.42,40
Husein Augar,UK,Spicy Special Slims,25/08/2024,5593.68,41
Marney O'Breen,USA,Almond Choco,25/02/2024,9376.61,167
Kelci Walkden,India,Orange Choco,7/6/2024,11315.16,134
Jan Morforth,India,Spicy Special Slims,12/4/2024,2048.34,506
Ches Bonnell,India,Spicy Special Slims,6/7/2024,12562.81,101
Kelci Walkden,UK,Smooth Sliky Salty,19/01/2024,6883.75,182
Madelene Upcott,Australia,Fruit & Nut Bars,5/1/2024,6105.6,90
Madelene Upcott,Canada,70% Dark Bites,24/01/2024,12634.72,145
Wilone O'Kielt,Australia,Drinking Coco,6/4/2024,663.74,285
Gunar Cockshoot,Australia,Fruit & Nut Bars,15/06/2024,7044.68,21
Gigi Bohling,Canada,Baker's Choco Chips,28/01/2024,1804.9,47
Kelci Walkden,India,Caramel Stuffed Bars,16/03/2024,513.43,131
Rafaelita Blaksland,Australia,Drinking Coco,21/02/2024,13699.76,389
Kelci Walkden,USA,Manuka Honey Choco,16/02/2024,19995.68,94
Jehu Rudeforth,Canada,Spicy Special Slims,13/01/2024,2189.7,29
Kelci Walkden,Australia,Eclairs,23/03/2024,8727.09,523
Curtice Advani,Canada,Spicy Special Slims,16/06/2024,911.46,126
Oby Sorrel,India,Raspberry Choco,14/04/2024,7620.86,46
Kelci Walkden,UK,Eclairs,25/01/2024,5054.56,60
Jan Morforth,India,Almond Choco,11/3/2024,5230.5,23
Dotty Strutley,UK,Almond Choco,28/07/2024,17104.04,103
Marney O'Breen,New Zealand,After Nines,9/3/2024,1642.32,43
Husein Augar,Australia,Orange Choco,28/06/2024,10322.19,182
Marney O'Breen,Australia,Milk Bars,28/07/2024,2715.92,423
Kelci Walkden,Canada,99% Dark & Pure,15/08/2024,5598.05,51
Kaine Padly,Australia,Manuka Honey Choco,12/1/2024,2996.99,280
Beverie Moffet,New Zealand,White Choc,24/03/2024,7946.49,7
Van Tuxwell,UK,Milk Bars,25/07/2024,4991.22,92
Oby Sorrel,Canada,99% Dark & Pure,1/8/2024,4151.7,424
Van Tuxwell,India,Organic Choco Syrup,16/05/2024,22701.85,168
Roddy Speechley,India,Smooth Sliky Salty,10/8/2024,6014.3,141
Jan Morforth,India,Eclairs,5/1/2024,2788.6,27
Ches Bonnell,UK,Smooth Sliky Salty,11/7/2024,6503.75,116
Wilone O'Kielt,USA,After Nines,25/04/2024,433.92,31
Gigi Bohling,New Zealand,Fruit & Nut Bars,4/4/2024,12314.13,129
Barr Faughny,USA,Raspberry Choco,12/4/2024,9876.86,106
Wilone O'Kielt,New Zealand,85% Dark Bars,2/8/2024,2043.06,121
Gigi Bohling,New Zealand,Manuka Honey Choco,28/06/2024,8728.8,272
Ches Bonnell,Australia,Eclairs,5/7/2024,4906.57,128
Rafaelita Blaksland,New Zealand,Choco Coated Almonds,7/6/2024,2278.06,49
Brien Boise,New Zealand,Smooth Sliky Salty,18/01/2024,1108.18,27
Brien Boise,Australia,Baker's Choco Chips,4/1/2024,14957.65,206
Dennison Crosswaite,Australia,99% Dark & Pure,31/01/2024,3020.67,19
Kelci Walkden,India,Almond Choco,14/03/2024,3677.47,152
Camilla Castle,Australia,70% Dark Bites,29/04/2024,6999.62,500
Oby Sorrel,India,Smooth Sliky Salty,7/2/2024,10901.65,116
Kaine Padly,UK,Organic Choco Syrup,31/03/2024,2586.62,172
Marney O'Breen,India,Caramel Stuffed Bars,16/03/2024,5077.5,81
Karlen McCaffrey,UK,Eclairs,25/01/2024,8360.11,203
Van Tuxwell,India,Baker's Choco Chips,20/06/2024,3566.77,426
Gigi Bohling,UK,After Nines,29/03/2024,9186.69,173
Curtice Advani,Australia,Orange Choco,12/7/2024,917.35,140
Jehu Rudeforth,Canada,Smooth Sliky Salty,11/7/2024,6199.12,132
Karlen McCaffrey,Canada,Smooth Sliky Salty,19/01/2024,3368.63,180
Andria Kimpton,USA,85% Dark Bars,5/4/2024,10527.23,82
Jehu Rudeforth,Canada,Milk Bars,21/02/2024,7927.57,12
Rafaelita Blaksland,New Zealand,Caramel Stuffed Bars,20/05/2024,14493.5,15
Mallorie Waber,Australia,Milk Bars,29/07/2024,3112.2,107
Barr Faughny,USA,Fruit & Nut Bars,28/01/2024,9617.64,44
Marney O'Breen,UK,Caramel Stuffed Bars,19/07/2024,4198.08,107
Mallorie Waber,New Zealand,Manuka Honey Choco,13/04/2024,10927.22,11
Roddy Speechley,India,Peanut Butter Cubes,11/2/2024,10759.18,20
Roddy Speechley,New Zealand,Milk Bars,2/3/2024,6250.42,111
Ches Bonnell,Australia,White Choc,2/3/2024,1103.54,195
Van Tuxwell,USA,99% Dark & Pure,28/07/2024,13435.98,6
Kelci Walkden,India,After Nines,7/1/2024,1855.03,563
Brien Boise,UK,White Choc,12/4/2024,5799.09,169
Van Tuxwell,Canada,Almond Choco,27/06/2024,3631.78,71
Jehu Rudeforth,Australia,50% Dark Bites,14/01/2024,5461.43,456
Karlen McCaffrey,UK,Baker's Choco Chips,7/2/2024,5315.95,389
Jehu Rudeforth,Australia,Orange Choco,23/03/2024,16059.94,28
Marney O'Breen,India,Peanut Butter Cubes,10/1/2024,7803.84,157
Oby Sorrel,UK,Choco Coated Almonds,17/03/2024,10751.19,44
Gigi Bohling,USA,Spicy Special Slims,21/01/2024,12156.54,54
Barr Faughny,Australia,White Choc,4/7/2024,9402.26,401
Kaine Padly,Canada,Peanut Butter Cubes,4/7/2024,3653.39,185
Dotty Strutley,USA,Manuka Honey Choco,10/8/2024,320.11,201
Dennison Crosswaite,Australia,50% Dark Bites,1/4/2024,7618.91,12
Gigi Bohling,India,Raspberry Choco,22/02/2024,2843.9,158
Camilla Castle,UK,White Choc,3/1/2024,11946.4,192
Karlen McCaffrey,India,Drinking Coco,31/05/2024,5055.05,241
Dotty Strutley,UK,99% Dark & Pure,3/1/2024,10378.36,301
Husein Augar,New Zealand,Caramel Stuffed Bars,27/01/2024,595.16,461
Barr Faughny,UK,50% Dark Bites,28/01/2024,639.95,71
Curtice Advani,Australia,Organic Choco Syrup,28/06/2024,3717.35,322
Husein Augar,UK,Choco Coated Almonds,2/3/2024,5057.1,41
Wilone O'Kielt,Australia,After Nines,27/05/2024,3729.83,27
Dennison Crosswaite,USA,Almond Choco,30/06/2024,13786.87,85
Barr Faughny,Canada,Peanut Butter Cubes,7/6/2024,2206.28,79
Kaine Padly,USA,70% Dark Bites,12/5/2024,4672.25,103
Barr Faughny,New Zealand,Raspberry Choco,29/07/2024,7667.99,69
Dennison Crosswaite,UK,White Choc,3/8/2024,8338.51,270
Barr Faughny,India,Baker's Choco Chips,18/08/2024,7548.62,153
Van Tuxwell,New Zealand,Smooth Sliky Salty,14/06/2024,3608.83,46
Beverie Moffet,UK,White Choc,30/06/2024,7108.96,80
Camilla Castle,New Zealand,Mint Chip Choco,13/06/2024,1293.02,201
Ches Bonnell,UK,Orange Choco,27/04/2024,15365.78,57
Jan Morforth,Australia,White Choc,27/07/2024,3766.49,33
Mallorie Waber,Canada,85% Dark Bars,20/04/2024,1664.68,465
Rafaelita Blaksland,India,Spicy Special Slims,4/1/2024,8972.79,134
Ches Bonnell,Australia,Mint Chip Choco,21/02/2024,10576.55,96
Karlen McCaffrey,Australia,White Choc,5/1/2024,8857.15,50
Beverie Moffet,India,Drinking Coco,15/07/2024,6756.17,45
Brien Boise,Australia,Choco Coated Almonds,25/05/2024,5532.85,63
Karlen McCaffrey,Canada,Eclairs,20/04/2024,3713.66,352
Gigi Bohling,USA,99% Dark & Pure,2/6/2024,906.85,246
Marney O'Breen,UK,Smooth Sliky Salty,13/05/2024,22558.88,84
Beverie Moffet,New Zealand,Baker's Choco Chips,3/8/2024,1517.05,147
